Air Pressure (Hecta pascals),Air temp (deg celcius),Humidity (%),maximum Wind speed (km/h),water pressure (decibar),water temp (deg celcius)
1013.5,25.1,71.2,37.44,7.235,28.3149
1013.6,25,70.4,39.24,7.21,28.3244
1013.6,25.1,70,42.84,7.181,28.3297
1013.7,25,70.7,42.48,7.142,28.3449
1013.7,25.1,72,39.96,7.106,28.3634
1013.8,25,71.1,40.32,7.056,28.3733
1013.9,25,70.9,38.16,7.025,28.3885
1014,24.9,70,39.96,6.957,28.3874
1014,25,70.7,37.44,6.918,28.3851
1014,25.1,71.8,35.28,6.877,28.372
1014.1,24.9,71.6,37.8,6.819,28.3431
1014.1,25,71,37.08,6.764,28.3338
1014.1,25,71,35.28,6.71,28.3366
1014.2,25,70,36.72,6.677,28.3286
1014.3,25.1,71.4,37.08,6.612,28.3256
1014.3,25.1,70,36,6.549,28.3418
1014.3,25.1,70.2,34.56,6.499,28.3537
1014.3,25.2,72.5,34.56,6.453,28.3626
1014.2,25.1,71,33.12,6.39,28.3562
1014.2,25,68.9,36.36,6.325,28.3618
1014.2,25.1,70.3,34.56,6.288,28.3616
1014,25.1,70.6,34.92,6.23,28.3655
1014,25.1,69.1,35.28,6.195,28.3666
1013.9,25,70.9,35.28,6.147,28.3737
1013.9,25,69.5,36,6.092,28.3781
1013.9,25,69.9,33.84,6.051,28.383
1013.9,25,70.8,33.84,5.995,28.3847
1013.9,25,70.5,33.48,5.958,28.3836
1013.9,25,71.7,31.68,5.906,28.3849
1013.8,25,70.2,32.76,5.879,28.3874
1013.8,25.1,73.4,32.4,5.845,28.3793
1013.7,25,71.1,32.04,5.796,28.3832
1013.7,25,71.5,32.76,5.764,28.375
1013.6,25,68.7,36.36,5.734,28.3822
1013.6,25,70.1,33.84,5.697,28.3833
1013.6,25,69.1,34.92,5.663,28.381
1013.6,25.1,69.2,33.12,5.64,28.3842
1013.5,25.1,70,33.48,5.604,28.3857
1013.5,25,71,31.68,5.595,28.3881
1013.5,25.1,70.3,33.12,5.545,28.396
1013.4,25.2,72.1,30.24,5.527,28.3936
1013.4,25,69.7,33.84,5.493,28.4018
1013.4,25.2,72.1,33.48,5.47,28.4088
1013.4,25.1,70.7,34.92,5.448,28.4127
1013.4,25.1,70.4,35.28,5.416,28.407
1013.5,25.1,71.3,33.12,5.372,28.4072
1013.5,25.1,71.9,33.12,5.345,28.4068
1013.5,25.2,71.7,34.56,5.307,28.4063
1013.5,25.1,69.5,39.24,5.29,28.4048
1013.4,25.1,68.8,37.08,5.256,28.4062
1013.4,25.1,69.1,37.08,5.227,28.4117
1013.4,25.1,70.1,31.68,5.197,28.4155
1013.4,25,68.6,35.28,5.163,28.4226
1013.6,25.2,69,36,5.127,28.4321
1013.6,25.1,69.9,35.64,5.093,28.4463
1013.7,25.1,68.8,39.24,5.06,28.4594
1013.9,25.1,68.9,37.44,5.028,28.4726
1014,25.2,70.6,37.44,5.007,28.4835
1014.1,25.2,70,37.44,4.986,28.4673
1014.2,25.1,69.7,38.16,4.939,28.4715
1014.3,25.2,69.9,37.08,4.926,28.4617
1014.4,25.2,71,38.16,4.901,28.4559
1014.4,25.2,70,39.24,4.864,28.451
1014.5,25.2,69.9,38.88,4.859,28.4456
1014.6,25.2,69.3,38.52,4.813,28.4386
1014.7,25.2,70.1,38.16,4.817,28.4339
1014.8,25.3,68.2,41.76,4.779,28.4307
1014.9,25.2,68.1,39.6,4.777,28.4233
1015,25.3,69.3,40.68,4.755,28.4172
1015,25.2,68.4,42.12,4.74,28.4128
1015,25.2,68.5,42.84,4.736,28.411
1015,25.4,68.6,47.16,4.746,28.4059
1015,25.4,69.3,46.08,4.714,28.4001
1015.1,25.4,69.4,46.8,4.725,28.3961
1015.2,25.4,69.8,46.44,4.731,28.3905
1015.2,25.4,68.4,48.6,4.735,28.3878
1015.2,25.5,69.9,46.08,4.751,28.3824
1015.3,25.5,68.9,47.16,4.778,28.3731
1015.3,25.5,67.6,47.88,4.79,28.3683
1015.3,25.5,67,46.44,4.809,28.3643
1015.3,25.5,69.9,46.08,4.843,28.3651
1015.2,25.4,69.9,45.36,4.879,28.3617
1015.2,25.4,70.4,45,4.937,28.3607
1015.1,25.6,70.8,46.44,4.967,28.36
1015.1,25.5,69.1,46.8,5.014,28.3623
1015.1,25.7,67.1,48.6,5.075,28.365
1014.9,25.6,68.6,46.8,5.138,28.3614
1014.8,25.6,70.3,45.72,5.187,28.364
1014.7,25.5,68.2,45,5.227,28.3655
1014.6,25.6,69.8,43.56,5.302,28.3641
1014.6,25.5,68.9,42.84,5.364,28.3621
1014.5,25.5,69.5,42.12,5.412,28.3713
1014.4,25.5,69.2,45,5.466,28.3773
1014.3,25.6,68.8,44.64,5.532,28.3755
1014.2,25.6,68.3,40.68,5.594,28.373
1014.1,25.6,68.5,42.84,5.643,28.3661
1014,25.7,70.1,41.04,5.697,28.3581
1013.9,25.7,70.8,40.32,5.75,28.353
1013.7,25.6,69.4,39.96,5.762,28.353
1013.6,25.6,69.2,42.12,5.832,28.3468
1013.4,25.7,69.3,41.76,5.883,28.3251
1013.3,25.7,69.4,41.04,5.908,28.3192
1013.1,25.7,69.6,43.92,5.945,28.3197
1013,25.6,71.1,39.6,5.953,28.3193
1012.8,25.6,72.3,39.24,6.007,28.1015
1012.7,25.6,69.6,40.32,6.069,28.0456
1012.5,25.7,70.5,41.76,6.097,28.0471
1012.4,25.8,70.6,41.4,6.129,28.0606
1012.3,25.6,69.4,39.96,6.165,28.1007
1012.2,25.7,71.4,39.6,6.204,28.1765
1012.2,25.8,70.8,37.8,6.246,28.2483
1012,25.7,71.2,37.44,6.279,28.282
1011.9,25.7,72.3,38.88,6.312,28.2455
1012,25.7,72.1,40.32,6.344,28.2082
1011.9,25.8,71.8,40.32,6.406,28.1955
1012,25.7,71.4,41.4,6.452,28.1938
1011.9,25.8,71.6,39.24,6.464,28.1792
1012,25.7,71.9,40.68,6.523,28.127
1012,25.7,73.2,41.04,6.55,28.1147
1012,25.8,73.6,38.16,6.585,28.0691
1012,25.7,73.5,38.52,6.616,27.9592
1012,25.6,73.1,39.24,6.663,27.9318
1012.1,25.6,71.3,41.04,6.702,27.9297
1012.1,25.6,71.8,41.76,6.738,27.9335
1012.3,25.6,72,41.4,6.781,27.9502
1012.3,25.6,71.2,41.04,6.814,27.9882
1012.3,25.6,70.9,41.04,6.839,28.0058
1012.4,25.5,70.8,40.32,6.88,28.0185
1012.5,25.6,71.2,39.96,6.908,28.0329
1012.6,25.4,71.1,38.88,6.934,28.0475
1012.7,25.5,73,38.52,6.931,28.0873
1012.8,25.5,72.5,37.8,7.001,28.0802
1013,25.5,70.6,39.96,7.005,28.1472
1013.1,25.5,70.3,39.96,7.033,28.1852
1013.2,25.7,73.3,39.24,7.026,28.2142
1013.3,25.6,72.3,35.64,7.034,28.2187
1013.4,25.5,72.6,37.8,7.055,28.2209
1013.6,25.6,72.7,38.52,7.059,28.222
1013.7,25.6,73.3,37.8,7.07,28.2222
1013.8,25.5,72.5,36.36,7.068,28.2196
1013.9,25.5,71.8,38.52,7.069,28.2176
1014,25.6,71.1,37.44,7.064,28.2154
1014.1,25.5,72.3,37.08,7.091,28.2106
1014.2,25.6,73.3,36.36,7.052,28.2062
1014.3,25.6,73.8,35.28,7.053,28.2029
1014.4,25.6,73.5,34.56,7.039,28.202
1014.4,25.6,74.6,37.08,7.033,28.2006
1014.5,25.6,74.2,34.56,7.016,28.2006
1014.6,25.6,74.2,37.08,7.003,28.2
1014.6,25.6,74.9,36,6.979,28.1984
1014.6,25.5,74.8,34.92,6.941,28.1957
1014.6,25.5,75.2,33.84,6.936,28.1974
1014.7,25.6,74.4,35.64,6.898,28.1903
1014.7,25.6,75.1,33.12,6.885,28.1889
1014.6,25.5,74.7,35.64,6.833,28.1854
1014.6,25.5,74.5,39.6,6.824,28.1785
1014.5,25.2,77.6,28.08,6.781,28.1739
1014.4,25.1,78.5,26.64,6.743,28.1668
1014.4,24.9,79.6,30.6,6.721,28.1544
1014.4,24.8,81.4,30.96,6.651,28.1359
1014.3,24.6,82,33.48,6.637,28.1353
1014.2,24.4,82.8,34.2,6.594,28.1318
1014,24.4,83,33.84,6.537,28.1266
1014,24.5,82.6,33.48,6.532,28.1245
1014,24.3,83.4,34.56,6.458,28.1198
1013.9,24.4,81.7,37.44,6.436,28.1048
1013.8,24.4,83.7,36.72,6.368,28.1041
1013.7,24.2,82.4,38.88,6.348,28.1131
1013.7,24.3,83.3,36.72,6.303,28.1169
1013.6,24.2,83.3,34.2,6.279,28.1259
1013.6,24.5,83.4,36.36,6.23,28.1556
1013.5,24.4,82.9,39.24,6.205,28.1599
1013.4,24.5,82.9,38.88,6.174,28.1594
1013.2,24.8,82.3,36,6.131,28.1566
1013.2,24.7,81.4,36.72,6.111,28.1578
1013.1,24.9,81.2,36,6.077,28.1697
1013,25,81,36.36,6.049,28.1756
1013,25,80.9,37.08,6.002,28.1776
1012.9,25.1,79.3,36.36,6.005,28.1805
1012.9,25.1,80.6,34.2,5.967,28.1809
1012.8,25,78.3,41.04,5.94,28.1837
1012.7,25.2,76.8,44.64,5.917,28.1883
1012.7,25.3,77.7,40.68,5.91,28.1955
1012.6,25.3,78.6,38.88,5.894,28.1988
1012.6,25.1,78.5,40.68,5.868,28.202
1012.6,25.3,78.3,42.84,5.854,28.2086
1012.5,25.1,76.7,42.84,5.849,28.207
1012.6,25.3,79.7,41.76,5.818,28.2054
1012.6,25.2,78.6,40.32,5.836,28.2032
1012.7,25.2,79.2,41.04,5.794,28.201
1012.6,25,79.3,42.12,5.797,28.1975
1012.7,25,78.7,42.48,5.768,28.198
1012.8,25.1,77.8,44.28,5.761,28.1971
1012.8,25.1,79.1,43.2,5.753,28.1964
1012.8,25.1,79.6,42.84,5.72,28.193
1012.9,25,77.6,45,5.694,28.1882
1012.9,25.1,78.1,43.92,5.673,28.164
1012.9,25.1,78.3,40.32,5.646,28.1528
1012.9,25.2,79,37.08,5.623,28.1518
1012.9,25.2,77.5,42.12,5.591,28.1497
1012.9,25.3,77.8,40.68,5.582,28.1447
1013.1,25.2,76.5,40.68,5.567,28.1401
1013.2,25.3,78.4,40.68,5.543,28.1345
1013.3,25.2,79.4,35.28,5.503,28.1316
1013.4,25.1,78.6,33.48,5.483,28.1283
1013.5,25.1,79,34.2,5.439,28.1268
1013.6,24.9,80.5,30.96,5.448,28.1261
1013.7,24.9,80.9,32.04,5.419,28.126
1013.8,25.1,80.5,36,5.4,28.1254
1013.9,24.9,79.4,37.08,5.372,28.1254
1014,25,80.2,37.08,5.354,28.1272
1014.1,25.1,80.9,36.36,5.358,28.1282
1014.3,24.4,79.6,43.56,5.358,28.1295
1014.3,24.4,83,41.4,5.29,28.1272
1014.3,24.7,81.7,36.72,5.3,28.1275
1014.5,25.1,82,36.72,5.309,28.1245
1014.6,25,80.1,37.8,5.293,28.1232
1014.8,24.1,78,43.92,5.282,28.1222
1014.8,24.6,83,41.04,5.29,28.1228
1014.8,24.7,82.1,33.84,5.3,28.1229
1014.7,24.9,79,38.16,5.284,28.124
1014.6,25.1,78.5,39.6,5.298,28.1226
1014.6,25.2,77.8,40.68,5.305,28.1226
1014.7,25.2,79,40.32,5.333,28.1246
1014.7,25.3,78.4,37.44,5.344,28.1206
1014.6,25.3,78,34.56,5.371,28.1158
1014.5,25.3,79,34.56,5.411,28.1148
1014.4,25.4,78.5,34.56,5.429,28.1131
1014.5,25.6,78.3,37.08,5.459,28.0909
1014.4,25.5,78.6,35.64,5.526,28.0724
1014.3,25.5,77.1,39.96,5.571,28.0562
1014.1,25.7,76.7,39.6,5.601,28.0588
1013.9,25.6,76.5,42.12,5.662,28.0646
1013.8,25.6,77.6,39.96,5.714,28.0703
1013.8,25.4,78.8,41.04,5.783,28.0733
1013.7,25.3,78.4,41.04,5.805,28.0752
1013.6,25.3,80.8,38.52,5.876,28.0737
1013.4,25.3,79.1,35.64,5.924,28.0499
1013.3,25.3,76.7,39.24,5.97,27.9832
1013.2,25.4,76.2,38.16,6.014,27.9803
1013,25.5,76.7,38.16,6.073,27.9779
1012.8,25.5,76.5,40.68,6.127,27.9706
1012.6,25.6,75.7,41.76,6.151,27.9575
1012.4,25.5,77.3,40.68,6.22,27.944
1012.3,25.6,75.9,41.04,6.242,27.9264
1012.1,25.7,75.5,42.48,6.31,27.9156
1012,25.6,75.6,45.72,6.356,27.8612
1011.9,25.6,75.3,46.44,6.39,27.8095
1011.8,25.7,77.3,45,6.445,27.733
1011.7,25.6,76,45,6.476,27.0063
1011.6,25.6,75.9,46.08,6.517,27.1245
1011.5,25.6,76.9,45.36,6.559,27.3128
1011.5,25.6,76.3,46.44,6.607,27.5371
1011.4,25.6,75.8,44.28,6.596,27.6466
1011.3,25.6,73.8,45.72,6.626,27.7334
1011.2,25.8,77.4,41.76,6.689,27.663
1011.1,25.7,76.8,42.48,6.696,27.6921
1011.1,25.7,74.4,44.28,6.728,27.7433
1011,25.9,74.4,45,6.769,27.77
1011.1,26,73.8,42.48,6.777,27.7865
1011,25.9,74.9,39.6,6.81,27.8304
1011,25.9,74.2,42.12,6.863,27.8542
1011,25.9,74.3,42.12,6.872,27.8643
1011.1,25.8,75.1,37.08,6.906,27.8794
1011.2,25.8,74.1,39.96,6.93,27.9171
1011.2,25.8,73.8,39.96,6.965,27.9476
1011.3,25.7,74.9,39.6,6.983,27.9932
1011.4,25.7,75.9,39.6,6.997,28.0072
1011.4,25.6,75.6,38.52,7.042,28.0164
1011.4,25.6,75.1,39.96,7.055,28.0254
1011.5,25.6,76,42.48,7.083,28.0321
1011.5,25.5,75.2,37.8,7.103,28.0432
1011.6,25.4,74.9,41.76,7.143,28.0752
1011.7,25.4,75.7,42.84,7.151,28.0993
1012,25.5,76.8,43.2,7.191,28.1091
1012.1,25.4,76.8,43.2,7.172,28.1278
1012.2,25.4,77.7,40.68,7.226,28.1515
1012.3,25.2,77.8,38.88,7.231,28.1735
1012.5,25.3,78.9,37.08,7.245,28.2065
1012.6,25.2,77.1,39.6,7.245,28.2209
1012.7,25.3,76.9,39.24,7.234,28.2329
1012.9,25.2,76.5,40.32,7.281,28.2428
1013,25.2,76.1,41.04,7.277,28.2559
1013.1,25.3,76.1,38.52,7.289,28.2654
1013.2,25.2,76.2,39.6,7.288,28.2748
1013.3,25.1,75.8,41.04,7.259,28.275
1013.5,25.2,76.7,37.08,7.27,28.2781
1013.5,25.1,77,38.88,7.256,28.283
1013.6,25.1,78.1,35.28,7.235,28.2848
1013.7,25.1,76.9,36.72,7.184,28.2889
1013.8,25.1,78.6,34.2,7.168,28.2982
1013.8,25.1,77.4,31.68,7.167,28.3034
1013.9,25.1,78.3,34.2,7.142,28.3041
1013.9,25.1,79,31.68,7.089,28.3077
1014,25.1,77.4,33.12,7.078,28.3105
1014.1,25.2,76.3,33.48,7.033,28.3105
1014.1,25.3,74.8,36.72,6.999,28.314
1014.2,25.4,74.8,33.84,6.967,28.3196
1014.1,25.4,75.3,33.84,6.923,28.3251
1014.1,25.3,74,32.76,6.851,28.3275
1014,25.4,75.6,34.2,6.838,28.3375
1014,25.3,75.2,31.32,6.789,28.338
1014,25.1,78,26.28,6.758,28.352
1014,25,78.6,27,6.704,28.3623
1014,24.9,78.5,25.92,6.65,28.3616
1014,24.9,79.1,28.44,6.607,28.3582
1014,24.8,78.5,25.56,6.557,28.3462
1014,24.8,79.5,26.28,6.52,28.3506
1013.9,24.8,80.3,27.36,6.455,28.3593
1013.9,24.8,79.4,26.64,6.407,28.3798
1013.8,24.8,79.2,27.72,6.355,28.366
1013.9,24.9,79.3,24.48,6.307,28.3618
1013.8,24.8,79.2,27.36,6.255,28.3456
1013.8,24.8,79.3,23.76,6.201,28.3568
1013.8,24.7,80.3,23.4,6.167,28.3643
1013.7,24.6,79.7,22.32,6.116,28.366
1013.7,24.7,80.8,23.76,6.069,28.3723
1013.6,24.5,80.2,22.68,6.031,28.371
1013.4,24.5,80.3,23.04,5.971,28.3712
1013.3,24.5,81.3,24.48,5.94,28.3796
1013.3,24.3,81.1,22.68,5.899,28.3781
1013.2,24.3,81,21.96,5.842,28.3767
1013.1,24.2,81.6,22.68,5.81,28.3824
1013,24.3,81.8,22.68,5.77,28.3788
1012.9,24.2,82.6,22.32,5.726,28.3767
1012.8,24.2,82.2,21.24,5.7,28.3782
1012.8,24.2,82.5,20.88,5.702,28.3759
1012.7,24,82.5,21.96,5.652,28.3727
1012.7,24.2,84.2,22.68,5.648,28.3694
1012.7,24.1,83.5,23.4,5.62,28.3682
1012.6,24.1,83.5,21.6,5.566,28.3728
1012.6,24.1,83.6,22.32,5.552,28.372
1012.7,24.1,84.7,21.96,5.544,28.364
1012.7,24.1,84.2,23.4,5.522,28.3661
1012.7,24,85.5,21.6,5.496,28.3717
1012.7,23.9,84.4,23.04,5.495,28.3699
1012.8,24,85.6,23.04,5.477,28.3691
1012.7,23.9,85.6,23.4,5.456,28.3708
1012.8,23.9,85.3,25.2,5.427,28.3703
1012.7,23.9,85.2,23.76,5.41,28.3705
1012.7,24,85.5,22.68,5.396,28.3703
1012.8,24.1,85.4,20.88,5.374,28.3702
1012.9,24,85.8,21.96,5.355,28.3698
1012.9,24.1,85.7,20.52,5.336,28.3727
1013,24.1,85.5,19.44,5.302,28.3754
1013.1,24.2,85.4,19.8,5.277,28.3785
1013.1,24.2,85.3,19.08,5.258,28.3784
1013.2,24.2,85.4,17.64,5.239,28.3791
1013.2,24.5,84.2,19.8,5.199,28.3767
1013.3,24.4,84,21.24,5.178,28.3768
1013.4,24.4,84.9,22.32,5.141,28.373
1013.4,24.7,82.7,24.12,5.133,28.3674
1013.4,24.7,83,24.12,5.102,28.3538
1013.4,25,79.3,34.2,5.089,28.3105
1013.4,25.3,75.5,38.52,5.046,28.2897
1013.5,25.4,76.6,36.72,5.049,28.2718
1013.5,25.5,77.7,36.36,5.019,28.2311
1013.6,25.5,76.8,35.28,5.007,28.1922
1013.8,25.5,77.7,36.72,4.959,28.2005
1014,25.5,78.7,33.84,4.96,28.1799
1014.2,25.6,78.4,34.2,4.946,28.1988
1014.3,25.7,77.2,36.36,4.936,28.143
1014.3,25.7,76.9,36.36,4.92,28.1689
1014.3,25.6,77.1,37.44,4.899,28.1946
1014.4,25.7,78.1,35.28,4.904,28.1765
1014.4,25.6,77.6,37.08,4.881,28.1659
1014.3,25.7,77.3,35.64,4.884,28.1666
1014.3,25.7,77.2,36.72,4.866,28.1966
1014.3,25.8,77.5,37.44,4.867,28.1661
1014.3,25.7,78.8,36,4.896,28.1932
1014.3,25.6,79.7,37.08,4.897,28.1872
1014.2,25.6,78,34.92,4.926,28.2277
1014.2,25.8,79.5,35.28,4.931,28.2127
1014.1,25.6,78.5,37.44,4.981,28.2292
1014.1,25.7,78,39.24,5.01,28.2252
1014.2,25.4,78.7,46.44,5.036,28.2285
1014,25.6,80.1,41.04,5.096,28.239
1014,25.2,77.9,36.36,5.138,28.2469
1014,25.6,80,33.48,5.178,28.2495
1013.9,25.7,79.2,35.28,5.227,28.2528
1013.8,25.6,79,36.72,5.308,28.2632
1013.7,25.9,78.8,42.84,5.349,28.2705
1013.6,25.4,80.5,43.2,5.408,28.2737
1013.3,25.2,81.2,38.16,5.46,28.2702
1013.1,25.5,81,34.2,5.509,28.259
1013,25.7,78,37.08,5.561,28.253
1012.8,25.7,76.2,41.4,5.633,28.2487
1012.7,25.8,77.2,40.68,5.687,28.2357
1012.5,25.8,76.3,39.96,5.759,28.2102
1012.4,25.7,75.2,42.48,5.795,28.1795
1012.3,25.8,75.7,43.2,5.86,28.0927
1012.2,25.9,75.1,40.68,5.909,28.1222
1012.2,25.8,78.3,38.16,5.961,28.1228
1012.1,25.8,76.3,41.04,5.992,28.1387
1011.9,25.8,76.8,38.88,6.036,28.1375
1011.8,25.7,76.3,39.96,6.065,28.0907
1011.8,25.8,76.9,39.6,6.094,28.0795
1011.7,25.8,76.1,39.6,6.132,28.0489
1011.7,25.9,79,38.88,6.171,27.0712
1011.7,25.8,76.5,40.32,6.195,26.9982
1011.7,26,77.8,40.68,6.214,27.2304
1011.7,26,79.4,37.08,6.29,27.6849
1011.6,25.9,77.6,39.24,6.315,27.8307
1011.5,25.9,77.6,36.72,6.348,27.8226
1011.6,25.9,80.2,38.16,6.363,27.8951
1011.6,25.9,80.3,38.52,6.395,27.8612
1011.7,25.7,79.4,41.76,6.439,27.8842
1011.7,25.7,76.6,38.88,6.471,27.9301
1011.7,25.6,78.3,38.16,6.497,27.9125
1011.7,25.5,76.9,39.96,6.541,27.913
1011.8,25.6,76.2,39.24,6.569,27.907
1011.9,25.6,77.2,38.88,6.609,27.9171
1012,25.5,78.1,35.28,6.647,27.8446
1012,25.3,78,36,6.701,27.7908
1012.1,25.4,79.9,33.48,6.688,27.8474
1012.2,25.3,79.6,32.76,6.751,27.9559
1012.3,25.3,80,35.64,6.787,27.961
1012.3,25.2,78.5,40.68,6.795,27.9822
1012.4,25.3,78.7,35.28,6.852,27.9879
1012.4,25.3,78.4,35.28,6.864,28.0004
1012.4,25.4,79.9,32.76,6.914,28.0065
1012.5,25.4,78.2,36,6.921,28.0097
1012.5,25.5,76.9,37.08,6.949,28.0133
1012.6,25.5,78.1,36.72,7.01,28.0143
1012.7,25.4,78.2,36.72,7.004,28.0136
1012.9,25.4,78.5,36.36,7.042,28.0279
1013,25.5,77.8,38.16,7.035,28.0453
1013,25.5,77.3,36.72,7.041,28.0926
1013.2,25.4,78.2,34.2,7.103,28.1459
1013.4,25.5,78,36,7.079,28.1522
1013.5,25.4,76.3,34.92,7.098,28.1576
1013.6,25.4,74.8,35.28,7.131,28.1683
1013.8,25.4,76.7,34.92,7.141,28.1711
1014,25.4,76.5,34.56,7.115,28.1767
1014.1,25.4,76.7,36,7.117,28.1777
1014.2,25.3,77,31.32,7.106,28.1809
1014.3,25.3,77.9,31.32,7.086,28.1777
1014.3,25.4,76.7,33.48,7.094,28.1728
1014.3,25.3,78.5,33.12,7.078,28.1644
1014.4,25.3,76.6,36.36,7.066,28.1557
1014.4,25.3,77.8,35.28,7.061,28.1536
1014.4,25.3,76,35.28,7.038,28.1482
1014.4,25.3,75.3,36.72,7.038,28.1395
1014.3,25.3,77.1,36.36,6.996,28.1342
1014.4,25.2,77.6,33.48,6.97,28.132
1014.4,25.1,79.1,31.32,6.905,28.1316
1014.3,25.1,78.1,36,6.915,28.1248
1014.2,25.1,77,33.84,6.86,28.1234
1014,25,77.9,34.92,6.844,28.1145
1014,25,78.2,32.04,6.807,28.1106
1013.9,24.9,78.7,32.4,6.787,28.106
1013.8,24.9,79.1,33.84,6.722,28.0946
1013.8,24.6,80.7,31.68,6.705,28.0849
1013.7,24.7,78.6,32.76,6.67,28.0847
1013.7,24.8,77.6,34.92,6.618,28.0752
1013.6,24.7,78.2,32.4,6.587,28.0674
1013.7,24.8,77.9,32.4,6.562,28.0598
1013.6,24.7,77.8,32.04,6.519,28.0599
1013.5,24.7,78.6,33.48,6.485,28.0616
1013.5,24.7,78.8,34.2,6.45,28.0638
1013.5,24.7,78.3,32.4,6.418,28.0747
1013.3,24.6,77.7,31.32,6.352,28.077
1013.3,24.6,77.9,32.04,6.341,28.0655
1013.2,24.6,78.4,32.04,6.3,28.0553
1013.2,24.7,78.6,32.76,6.248,28.067
1013.1,24.5,78.4,32.4,6.214,28.0677
1013.1,24.5,78.6,30.6,6.2,28.0721
1013.1,24.6,77.9,33.48,6.157,28.0681
1013,24.5,78,32.76,6.136,28.0745
1013,24.5,78.2,30.96,6.113,28.0721
1013,24.6,79.4,32.04,6.056,28.0701
1013,24.5,78.9,30.96,6.038,28.0702
1013,24.7,80.1,30.96,5.992,28.079
1013.1,24.5,79.4,30.96,5.982,28.0919
1013,24.6,79.5,32.04,5.954,28.0986
1013.1,24.6,80.1,30.24,5.945,28.1049
1013,24.5,79.4,30.6,5.914,28.1003
1013,24.4,80.9,29.88,5.915,28.1053
1013,24.4,79.6,28.44,5.89,28.1091
1013,24.4,80.8,30.24,5.865,28.1087
1013.2,24.3,80.2,30.6,5.851,28.1052
1013.2,24.3,80,27.72,5.824,28.1053
1013.3,24.4,80.9,26.28,5.828,28.1112
1013.4,24.5,81.5,26.64,5.809,28.1186
1013.4,24.3,81.7,28.08,5.807,28.1209
1013.5,24.4,81.6,24.84,5.786,28.12
1013.6,24.3,81.1,24.48,5.793,28.1179
1013.6,24.3,81.3,25.56,5.752,28.1156
1013.6,24.3,81.3,25.2,5.738,28.1126
1013.7,24.4,81.7,24.12,5.725,28.1102
1013.9,24.4,81.3,23.76,5.714,28.1059
1014,24.3,81.2,24.84,5.69,28.101
1014.1,24.4,81.3,24.12,5.688,28.0976
1014.3,24.3,82.3,21.6,5.671,28.0909
1014.4,24.3,82.3,21.6,5.638,28.0848
1014.5,24.3,81.8,22.32,5.647,28.0811
1014.6,24.3,81.5,22.32,5.598,28.0752
1014.6,24.4,82,21.24,5.598,28.0713
1014.7,24.4,81.7,21.6,5.576,28.0659
1014.7,24.4,81.8,22.68,5.55,28.0631
1014.8,24.5,81.2,23.04,5.54,28.0569
1014.9,24.3,81.1,22.32,5.512,28.0542
1015,24.5,81.2,22.68,5.513,28.052
1015,24.5,81,21.24,5.468,28.0475
1015.1,24.5,80.7,24.12,5.472,28.0458
1015.4,24.6,80.2,23.76,5.445,28.0422
1015.5,24.8,80.2,22.68,5.441,28.0392
1015.4,24.8,78.8,25.2,5.43,28.0389
1015.5,24.8,79.8,24.12,5.434,28.0372
1015.5,24.9,78.9,23.76,5.401,28.0382
1015.5,24.9,78.6,22.68,5.405,28.0396
1015.5,25,78,24.12,5.392,28.0396
1015.6,25.1,79,24.12,5.382,28.0406
1015.5,25.2,76,27.72,5.387,28.0376
1015.5,25.3,74.2,28.08,5.395,28.0378
1015.5,25.4,74.3,29.52,5.415,28.0374
1015.5,25.4,73.8,31.68,5.411,28.0386
1015.5,25.4,73.2,32.04,5.44,28.0388
1015.4,25.4,73.4,31.32,5.418,28.0363
1015.4,25.4,72.9,31.32,5.452,28.0372
1015.3,25.4,74.3,33.48,5.499,28.0372
1015.2,25.5,74.8,34.2,5.505,28.0365
1015.1,25.5,73,32.76,5.539,28.0323
1015,25.5,73.5,32.4,5.56,28.029
1014.9,25.5,74.1,32.4,5.601,28.0168
1014.8,25.4,74,32.76,5.633,28.0082
1014.6,25.4,71,32.76,5.674,27.9993
1014.5,25.5,73.2,31.68,5.719,27.9986
1014.4,25.5,71.3,32.04,5.769,28.0039
1014.4,25.5,71.3,30.6,5.817,28.0057
1014.2,25.5,72.8,34.2,5.841,28.0114
1014.1,25.6,71.2,34.56,5.913,28.0095
1014,25.5,72.7,34.92,5.945,27.999
1013.9,25.5,72.5,36.36,5.994,27.943
1013.9,25.5,74.2,34.2,6.041,27.9087
1013.8,25.6,75,33.48,6.076,27.8895
1013.7,25.5,73.4,33.48,6.115,27.8726
1013.6,25.5,72,32.04,6.172,27.8646
1013.5,25.6,73.3,33.12,6.201,27.8369
1013.4,25.5,73.6,32.76,6.234,27.8266
1013.3,25.5,73,32.04,6.268,27.8133
1013.2,25.5,72.9,32.04,6.319,27.8085
1013.1,25.6,74.3,29.52,6.339,27.8337
1013.1,25.7,73.7,27.72,6.378,27.8528
1013,25.6,73.2,28.8,6.416,27.8656
1013,25.6,73.8,30.24,6.43,27.8793
1012.9,25.7,74.2,30.24,6.455,27.8726
1012.9,25.6,72.4,30.96,6.468,27.8669
1012.9,25.7,71.5,32.4,6.513,27.8802
1012.9,25.7,72.7,31.32,6.54,27.8888
1012.9,25.6,72.5,32.76,6.576,27.907
1012.9,25.7,74.5,33.12,6.594,27.9065
1012.9,25.5,74.7,33.48,6.606,27.9074
1012.8,25.6,74.1,32.76,6.616,27.909
